ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),Distance_bet_rest_delivery_km,order_Drinks ,order_Meal ,order_Snack ,vehicle_electric_scooter ,vehicle_motorcycle ,vehicle_scooter 
BECB,SURRES15DEL02,33,4.9,26,7.5897674326727005,True,False,False,False,True,False
4357,INDORES06DEL02,21,5.0,25,19.632314732102273,True,False,False,False,True,False
1486,VADRES06DEL01,33,4.6,49,10.586671192789037,False,True,False,False,True,False
5B70,BANGRES04DEL02,24,4.6,24,12.395136598591078,False,False,True,True,False,False
490E,RANCHIRES12DEL02,36,4.7,32,3.1380694073889375,False,True,False,False,False,True
3E+21,MUMRES19DEL03,30,4.6,26,4.581196682217199,False,False,False,False,True,False
26D4,HYDRES05DEL03,32,4.9,24,13.80547731046219,False,False,False,False,False,True
B20F,HYDRES010DEL02,28,4.6,16,19.940501916973297,True,False,False,True,False,False
7ADA,JAPRES07DEL02,21,4.7,27,19.351082464681973,True,False,False,False,False,True
C4B3,AURGRES12DEL02,39,4.9,25,3.047712417465363,True,False,False,False,True,False
2A01,CHENRES15DEL02,32,4.7,26,3.0986894561589557,True,False,False,False,True,False
6357,MUMRES07DEL03,20,4.5,25,9.163186792917154,False,False,False,False,False,True
73C,VADRES12DEL03,29,4.6,26,4.707104052532131,False,True,False,False,True,False
9C2A,JAPRES16DEL01,36,5.0,15,1.4884133108377866,False,True,False,False,False,True
31BD,BANGRES09DEL02,28,4.8,18,3.099238091225855,False,False,False,False,False,True
970A,PUNERES12DEL02,32,4.5,30,7.648136370476755,False,False,False,False,True,False
2675,CHENRES19DEL01,39,4.4,46,17.042634005428827,True,False,False,False,False,True
A200,SURRES07DEL01,30,4.7,24,16.69541088302565,True,False,False,False,True,False
9BF9,PUNERES19DEL01,32,4.4,37,6.117941643988989,True,False,False,False,True,False
555D,INDORES15DEL03,23,4.6,27,13.591068802313822,False,False,True,False,True,False
5BD9,MUMRES01DEL01,21,4.8,27,6.108360812908673,False,False,False,False,False,True
B2E9,INDORES17DEL03,31,4.2,32,9.061127494752238,False,True,False,True,False,False
8633,MUMRES13DEL02,37,4.6,28,3.0538233786856974,False,False,False,True,False,False
4C34,SURRES18DEL02,20,4.5,29,7.590017577593426,True,False,False,False,True,False
A998,JAPRES14DEL01,28,4.5,27,1.4881912567305338,False,False,True,False,True,False
5EFD,MYSRES08DEL01,22,4.9,11,1.5514770796415485,False,False,True,False,True,False
8D83,HYDRES19DEL03,20,4.7,13,9.20341113898367,False,False,False,False,True,False
8A06,RANCHIRES010DEL02,34,4.8,27,19.591218729842222,False,False,False,False,False,True
5A2D,CHENRES09DEL01,38,4.8,25,6.19703893141132,False,False,True,False,False,True
4C1,BANGRES13DEL02,29,4.6,26,20.142861143258497,True,False,False,False,False,True
83EA,RANCHIRES01DEL01,32,4.5,27,6.027713334627565,False,False,False,False,True,False
2185,PUNERES12DEL01,34,4.9,26,16.824526128937705,False,False,True,False,False,True
1.2E+08,INDORES07DEL03,33,3.9,32,13.592749450062879,False,True,False,True,False,False
5956,INDORES19DEL02,34,4.5,25,3.020731790895242,False,True,False,False,True,False
7814,VADRES04DEL03,32,4.6,32,4.707104052532131,False,True,False,False,True,False
CEE,BANGRES20DEL01,29,4.6,42,10.846021334892525,True,False,False,False,False,True
5A07,MYSRES02DEL02,34,4.7,29,7.757008674701061,True,False,False,False,True,False
340F,SURRES05DEL01,26,4.6,32,10.624868125960159,False,False,False,False,False,True
8094,BANGRES13DEL02,31,4.0,35,12.396203377424794,True,False,False,False,True,False
3241,SURRES010DEL01,39,4.8,27,6.071710271577742,True,False,False,False,True,False
DE16,ALHRES09DEL01,27,4.8,15,1.5690347154047224,False,True,False,False,True,False
A176,HYDRES18DEL02,32,5.0,27,7.669768196606529,False,False,False,False,False,True
C8C7,KOLRES03DEL02,32,4.5,30,7.556893369945815,False,True,False,False,True,False
AA97,RANCHIRES16DEL01,39,4.1,32,10.549588224835514,False,False,True,False,True,False
A64C,PUNERES12DEL01,36,4.8,25,1.529710385539974,False,True,False,True,False,False
7DF5,BANGRES16DEL03,37,4.1,38,4.647963215024367,False,False,False,False,True,False
869E,RANCHIRES01DEL03,37,4.8,26,9.041263207807027,False,True,False,False,False,True
7725,PUNERES12DEL01,38,3.7,31,16.824526128937705,False,True,False,False,True,False
B6D2,RANCHIRES01DEL02,28,4.7,28,3.013958870983999,True,False,False,False,False,True
6EDB,PUNERES06DEL01,34,3.8,31,16.823323902378387,False,True,False,False,False,True
AAB4,CHENRES15DEL01,32,4.9,29,17.041308859939207,False,False,False,False,True,False
AABD,JAPRES010DEL03,22,4.7,17,8.927154262343281,False,False,False,False,True,False
C873,KOLRES15DEL03,31,4.0,45,13.600349442388593,True,False,False,False,True,False
1494,MYSRES15DEL02,27,4.0,34,12.409793910752205,False,True,False,False,True,False
1875,COIMBRES19DEL01,29,4.9,24,17.102527788094463,True,False,False,False,False,True
2AF5,COIMBRES09DEL03,38,4.8,44,9.32924365213354,False,True,False,False,True,False
97B6,SURRES19DEL02,35,4.8,36,7.5900214384297335,False,False,True,False,True,False
A56E,BANGRES20DEL03,31,4.9,28,4.64847378122608,False,True,False,False,True,False
AA3F,CHENRES16DEL03,30,4.3,37,13.942528825315232,True,False,False,False,False,True
6226,RANCHIRES12DEL03,24,4.9,10,9.414207472710387,False,False,True,False,True,False
996B,HYDRES11DEL03,33,4.8,23,13.805596388488004,True,False,False,False,True,False
C595,DEHRES19DEL01,29,4.6,22,10.269518706782998,False,True,False,False,True,False
6BFB,MUMRES15DEL01,38,4.6,26,6.1075103940652875,False,False,True,False,False,True
7E1F,RANCHIRES18DEL03,26,4.9,34,9.043263484069747,True,False,False,False,True,False
B20D,VADRES07DEL01,39,4.8,26,6.276138627413788,False,False,False,False,False,True
A11B,VADRES04DEL01,24,4.5,21,17.259376716936664,False,False,True,False,True,False
1DB4,PUNERES17DEL03,34,4.2,28,9.177365744557306,False,True,False,False,True,False
2258,JAPRES07DEL03,26,4.7,14,8.932469105184088,False,False,True,False,True,False
1FD6,INDORES07DEL01,35,4.7,17,6.041720567260046,False,True,False,False,True,False
6DE1,BANGRES04DEL03,36,4.2,37,4.648400072771237,True,False,False,False,True,False
8B39,VADRES01DEL01,24,2.6,42,16.635381027246595,True,False,False,False,True,False
8F8,VADRES18DEL01,29,4.6,17,10.983241696284244,False,False,True,False,True,False
997B,MUMRES07DEL01,33,4.3,34,16.79799879130621,False,True,False,False,True,False
CDB6,AURGRES03DEL01,26,4.6,25,16.76046196823297,False,False,False,False,True,False
5A7A,CHENRES17DEL01,32,5.0,30,17.040675423590454,False,False,False,False,False,True
6DE3,JAPRES20DEL03,37,4.9,48,13.388148115267779,False,True,False,False,True,False
E27A,KOCRES14DEL02,26,4.9,18,20.24338536883607,True,False,False,False,False,True
AB52,COIMBRES09DEL02,31,4.8,28,20.212199139843758,True,False,False,False,False,True
4632,CHENRES08DEL03,37,4.6,26,13.943264150201642,False,False,False,False,True,False
4B8A,MUMRES08DEL01,26,4.7,16,16.799203683671756,True,False,False,False,False,True
1623,INDORES010DEL03,37,4.8,25,4.530955587841242,False,True,False,False,True,False
AA66,RANCHIRES03DEL02,22,4.6,22,20.397442775188328,True,False,False,False,True,False
7EA,SURRES04DEL03,21,4.4,15,4.553818794873717,True,False,False,False,True,False
4DFA,BANGRES16DEL01,22,4.0,28,1.5493509707072781,False,False,True,False,True,False
A667,CHENRES14DEL01,38,4.5,20,1.5493596914279444,False,True,False,False,True,False
6E9D,CHENRES03DEL01,28,4.0,32,6.196473600483353,False,False,False,False,True,False
5807,VADRES09DEL02,29,4.7,17,20.397442775188328,False,True,False,False,False,True
9A32,VADRES11DEL01,31,4.9,38,6.049912845948324,True,False,False,False,True,False
917D,SURRES12DEL02,24,4.8,14,3.0358329337402403,False,False,True,False,False,True
8673,VADRES04DEL01,33,4.8,26,6.276138627413788,False,False,False,False,True,False
4AC4,PUNERES11DEL03,26,4.9,30,13.765379678937752,False,False,True,False,True,False
1B6A,RANCHIRES18DEL02,29,4.6,28,12.057276311044914,False,True,False,False,False,True
7BD7,COIMBRES14DEL02,20,4.7,29,7.7744964674614065,False,False,True,False,False,True
9735,SURRES19DEL02,29,4.8,12,19.73161759397837,False,False,False,False,False,True
1A54,BANGRES15DEL01,32,4.0,49,10.845954196990009,False,False,False,False,True,False
819D,VADRES20DEL01,20,4.9,42,16.635194216784537,False,True,False,False,True,False
96F0,CHENRES19DEL01,26,5.0,24,10.845731334066407,False,True,False,True,False,False
66F1,SURRES09DEL01,38,4.8,46,16.695143788849723,False,False,False,False,True,False
C6E9,GOARES17DEL01,34,4.6,27,6.165063816991586,False,True,False,True,False,False
B8AA,JAPRES19DEL02,27,4.5,13,2.976035478042831,False,False,True,False,True,False
C668,KOLRES18DEL01,29,5.0,25,10.577817770029753,True,False,False,False,True,False
4C13,SURRES07DEL02,24,4.9,24,19.73032946503108,True,False,False,False,True,False
824A,INDORES12DEL01,21,4.9,12,1.5103782350762562,False,False,False,False,True,False
CB5B,LUDHRES16DEL01,33,4.4,24,1.463953129912797,True,False,False,False,True,False
4CAB,RANCHIRES06DEL03,35,4.7,29,9.04307025837713,False,True,False,False,True,False
AFC4,COIMBRES16DEL02,35,4.7,18,12.43875210831113,False,False,True,False,False,True
C003,DEHRES13DEL02,29,4.6,20,17753.279985937555,False,False,True,False,False,True
18C0,MYSRES06DEL03,29,4.6,13,4.6541251311130205,False,False,False,False,True,False
1655,MUMRES16DEL01,29,4.8,23,10.689377930173068,True,False,False,False,True,False
7573,PUNERES19DEL02,21,4.9,19,12.23513612361146,False,False,False,False,True,False
9201,BANGRES08DEL01,29,4.6,29,17.045251004667662,False,True,False,False,True,False
A940,BANGRES010DEL03,22,4.7,24,13.945658037651098,False,False,True,False,True,False
604,MYSRES20DEL01,29,4.6,27,6.205284711948613,True,False,False,False,False,True
D6EF,AGRRES01DEL02,24,4.4,40,11.891353051258337,False,True,False,False,False,True
B39B,MYSRES18DEL01,23,4.9,22,1.551363898457269,False,False,True,False,False,True
8CE7,CHENRES010DEL01,27,4.6,12,1.549238578891355,True,False,False,False,False,True
9873,COIMBRES20DEL02,33,4.1,43,12.439082968814082,True,False,False,False,True,False
29AB,HYDRES16DEL01,35,4.6,26,16.87262327851572,False,True,False,False,False,True
8198,COIMBRES14DEL03,21,4.7,27,4.664774212706455,False,False,False,False,False,True
7B24,CHENRES11DEL03,39,4.4,35,13.942135995521298,False,True,False,False,True,False
92EC,CHENRES010DEL02,34,4.8,27,7.745892925201073,True,False,False,False,False,True
1ACA,SURRES16DEL01,29,4.9,27,6.071909216478056,True,False,False,False,True,False
A348,MUMRES07DEL02,20,4.7,17,3.054566519403073,False,False,False,False,False,True
C733,ALHRES11DEL01,20,4.8,17,10.983241696284244,True,False,False,False,True,False
14D0,RANCHIRES01DEL03,30,4.7,15,9.041263207807027,True,False,False,False,True,False
D800,DEHRES07DEL02,37,4.7,39,19.070286182018464,False,False,False,False,False,True
17DB,INDORES08DEL03,39,4.6,25,4.531237447472418,True,False,False,False,True,False
6D58,HYDRES01DEL01,26,5.0,18,16.8739423417276,True,False,False,False,True,False
DED5,ALHRES11DEL02,32,4.9,48,12.552275755914394,False,True,False,False,True,False
A20A,PUNERES13DEL03,21,4.7,28,13.764305929575334,True,False,False,False,False,True
7C9E,BANGRES20DEL02,35,4.8,29,3.099012302522494,False,False,True,False,False,True
5EF3,RANCHIRES01DEL03,39,4.6,32,4.5208616651671925,False,False,False,False,True,False
80C2,BANGRES08DEL02,39,5.0,41,20.144000349550186,False,True,False,False,True,False
D2B0,KOCRES20DEL01,27,4.9,39,10.901551880749482,True,False,False,False,True,False
70FF,CHENRES16DEL03,33,4.8,16,4.64777966281334,True,False,False,False,False,True
548E,HYDRES04DEL02,33,4.8,48,19.941385867885913,False,True,False,False,True,False
26F1,BANGRES01DEL01,37,4.7,40,10.846831683112223,False,False,False,False,True,False
4A1B,COIMBRES12DEL02,20,4.6,11,3.1098897249076516,True,False,False,False,True,False
BF6C,LUDHRES07DEL02,20,4.6,19,12.552275755914394,False,False,False,False,True,False
5561,PUNERES010DEL01,31,4.2,35,10.706538178039278,True,False,False,False,False,True
AFD4,COIMBRES19DEL02,27,4.6,16,3.109780228519287,False,False,False,True,False,False
6957,VADRES010DEL02,37,4.9,15,7.562213708875968,True,False,False,False,False,True
9151,BANGRES14DEL02,34,4.4,31,7.74763816269579,False,False,False,False,False,True
9D4C,COIMBRES05DEL03,25,4.7,11,9.329036830171704,False,False,True,False,True,False
D413,AURGRES07DEL02,37,4.7,22,7.619031225164965,False,True,False,False,True,False
C677,KOCRES11DEL01,23,4.7,16,10.901102276923632,False,True,False,False,False,True
4421,MYSRES17DEL01,27,5.0,24,6.20541663672186,True,False,False,False,True,False
A631,HYDRES13DEL02,36,4.7,16,3.0681777018799767,False,False,True,True,False,False
3A16,JAPRES14DEL03,30,4.3,42,20.829460333322302,False,False,True,False,True,False
DF8E,AURGRES20DEL01,20,4.9,31,1.5690347154047224,True,False,False,False,True,False
A04,COIMBRES13DEL01,28,4.7,31,10.884116941798604,False,False,True,False,False,True
4300,VADRES07DEL02,36,4.0,33,3.1380694073889375,False,False,False,False,True,False
58C2,CHENRES08DEL02,20,4.7,16,7.746557479642295,True,False,False,False,False,True
BBC6,PUNERES04DEL01,22,4.7,16,16.82479191121949,False,False,False,False,True,False
50C4,MYSRES15DEL01,28,4.7,25,17.062995952155894,False,False,False,False,True,False
BCD5,SURRES03DEL01,34,4.8,18,1.5179237301775086,False,False,False,True,False,False
6234,VADRES01DEL01,25,4.8,26,16.635381027246595,True,False,False,False,False,True
CC11,AURGRES05DEL02,38,5.0,34,7.619039773401199,False,True,False,False,False,True
6445,JAPRES17DEL02,34,3.5,32,11.903830116733703,False,False,True,False,True,False
33DC,VADRES13DEL01,24,4.9,22,16.635254743950217,True,False,False,False,True,False
ACD8,RANCHIRES04DEL03,33,4.6,50,13.563859616323217,False,False,True,False,True,False
BFB4,KOLRES14DEL02,21,4.6,16,3.022643333581187,False,False,True,False,False,True
D989,KOLRES04DEL03,25,4.6,23,9.067759514408273,True,False,False,False,True,False
8B3F,VADRES14DEL01,23,4.9,19,6.049844084741427,False,False,False,False,True,False
DEB4,LUDHRES06DEL02,34,4.9,25,7.319148821157839,False,False,True,False,True,False
A243,HYDRES010DEL01,25,4.7,37,10.738021146085408,False,False,True,False,False,True
D446,ALHRES08DEL03,28,4.9,10,13.464219589295825,True,False,False,True,False,False
6436,PUNERES07DEL01,34,3.7,34,16.82329231639434,False,False,False,False,False,True
5D2D,JAPRES20DEL01,24,4.5,14,16.362659803036674,False,True,False,False,False,True
BB22,CHENRES14DEL03,31,5.0,26,9.295709409330447,False,False,False,False,True,False
8B2B,MUMRES14DEL03,38,4.6,30,9.16087857490925,False,False,False,False,False,True
C1EC,DEHRES04DEL03,32,4.8,17,13.204881259879022,False,False,False,False,True,False
DE6F,AURGRES03DEL03,28,5.0,29,13.71350478925863,False,False,False,False,True,False
33A0,JAPRES06DEL03,29,4.5,37,13.390446111325245,True,False,False,False,True,False
B712,CHENRES05DEL02,28,4.8,23,20.13807549667959,True,False,False,True,False,False
8299,MYSRES15DEL02,39,4.8,30,7.756334787417965,True,False,False,False,True,False
9E+30,VADRES16DEL01,39,4.8,29,10.983241696284244,False,False,False,False,False,True
9155,INDORES05DEL02,26,4.8,14,3.020916215301368,False,False,False,False,False,True
3D8C,INDORES02DEL03,33,4.8,28,4.532421028606297,False,False,False,True,False,False
D3FA,ALHRES17DEL03,37,4.9,27,4.488533416820897,True,False,False,False,False,True
BB9,BANGRES08DEL03,29,4.6,24,9.297855593284813,True,False,False,False,False,True
B012,COIMBRES20DEL03,24,4.6,16,13.993853622293804,False,False,True,False,True,False
DCAA,AURGRES03DEL02,36,5.0,43,12.189959516932417,False,True,False,False,True,False
9587,VADRES14DEL03,22,4.7,44,13.611044846525985,False,False,True,False,True,False
43BA,HYDRES04DEL03,21,4.6,22,4.602448566244239,False,True,False,False,True,False
5803,SURRES07DEL02,29,5.0,16,7.58952682565944,False,False,False,False,False,True
70F5,BANGRES17DEL02,33,4.7,18,3.0990100939446292,True,False,False,False,False,True
575D,RANCHIRES04DEL02,27,4.1,16,3.014548256136957,True,False,False,False,True,False
6EF,HYDRES14DEL02,29,4.6,24,19.940607730289752,True,False,False,False,True,False
4F3C,SURRES04DEL01,30,4.2,46,10.624920975781682,False,False,False,False,True,False
B9BC,VADRES18DEL02,22,4.8,26,12.552275755914394,False,False,False,False,True,False
B209,COIMBRES13DEL01,20,4.9,17,10.884116941798604,True,False,False,False,False,True
4F9A,BANGRES20DEL01,31,4.4,44,10.846021334892525,False,False,False,False,True,False
8011,SURRES19DEL03,36,4.6,17,4.554153294969161,True,False,False,False,False,True
9692,JAPRES17DEL02,39,4.9,43,11.903830116733703,False,False,True,False,True,False
9415,HYDRES07DEL01,32,4.7,41,16.873347387885367,False,True,False,False,True,False
B6A0,RANCHIRES14DEL01,23,4.2,34,10.983241696284244,True,False,False,False,True,False
7BF,SURRES13DEL02,30,3.8,40,12.142706560602194,False,False,False,False,False,True
7CB8,INDORES15DEL02,26,4.7,16,3.0205869101906617,False,True,False,False,False,True
953,MYSRES07DEL01,29,4.6,23,1.5513992350159673,False,False,False,False,True,False
9C8C,SURRES11DEL01,21,4.9,13,1.5180601561565734,False,False,False,False,True,False
B38B,COIMBRES12DEL03,23,4.6,29,4.664796466065146,True,False,False,False,False,True
4D5B,SURRES03DEL02,22,4.9,24,3.0358006157563437,False,True,False,False,True,False
8F9E,SURRES14DEL03,39,4.5,16,4.554040165844703,True,False,False,False,True,False
3B2E,CHENRES02DEL02,32,4.1,34,7.745676524101947,True,False,False,False,False,True
2CB6,JAPRES13DEL01,25,4.7,20,16.369614602872474,True,False,False,False,True,False
9D2B,SURRES14DEL01,30,5.0,28,6.071959917196075,False,False,True,False,True,False
7943,BANGRES12DEL02,25,4.8,30,20.14271256617032,True,False,False,False,False,True
205D,COIMBRES09DEL03,26,4.7,14,13.993521097863649,False,False,True,False,False,True
5AAD,COIMBRES02DEL01,30,4.6,30,6.219456753001566,False,False,True,False,True,False
D747,AGRRES07DEL02,31,4.3,25,2.9731931859467973,True,False,False,False,True,False
AC01,INDORES08DEL02,33,4.8,28,12.082438179710314,False,False,False,False,True,False
9098,MUMRES19DEL03,20,5.0,17,9.162088233924921,True,False,False,False,False,True
AFF,MYSRES11DEL02,36,4.3,33,20.166055388214634,False,True,False,False,False,True
A3A6,PUNERES04DEL03,20,4.9,36,13.76611370410258,False,False,True,False,True,False
473,MYSRES07DEL03,29,4.6,16,17135.952470331005,False,False,False,False,False,True
E076,AGRRES02DEL03,38,4.1,38,14.121309628180253,False,False,True,False,False,True
8A91,VADRES06DEL03,37,4.7,25,9.074436846461325,False,True,False,False,True,False
788D,JAPRES05DEL01,28,5.0,40,16.365888153131564,False,False,False,False,False,True
6948,BANGRES15DEL02,39,3.5,32,12.39525675915564,False,True,False,False,True,False
2.8E+10,HYDRES03DEL02,31,4.0,42,12.272038962044778,False,False,True,False,False,True
53EA,HYDRES15DEL02,30,4.9,27,7.669593796336562,False,False,True,False,True,False
CD30,KOLRES03DEL03,27,4.9,25,13.601517126644053,True,False,False,False,True,False
57CE,PUNERES11DEL02,30,4.9,24,7.647849610814099,True,False,False,False,True,False
3D57,BANGRES08DEL02,29,4.5,30,20.144000349550186,False,False,True,False,False,True
